calificacion,comentarios
8.0,"tener mas disponibilidad de citas y concretar rápido la cita, se tardaban mucho para confirmarla "
10.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Previa
10.0,"todo muy bien, solo tiene pendiente una cortesía por parte de ventas y pide se le haga válida "
10.0,Muy buena la atención de su consultora
10.0,todo muy bien
,previa
,Se envía whatsapp
8.0,los tiempos de respuesta de diagnostico 
6.0,"El trato es excelente pero la unidad sigue presentando la misma fuga a pesar de haberse realizado 3 reparaciones, y le entregaron la unidad con rayones "
,Se envía whatsapp
,Se envía whatsapp
8.0,La unidad sigue en el distribuidor 
10.0,todo bien 
,"Está ocupado, no continúa con la llamada "
10.0,Solo califica sin comentarios 
,Manda a buzón
,Se envía whatsapp
6.0,Seguimiento con el cliente y no responden telefonos 
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Manda a buzón
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,No contesta 
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,NUEVOS
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
6.0,Solo califica sin comentarios 
8.0,"La limpieza premium en estas dos últimas ocasiones notamos que no a sido buena, los vidrios están sucios de la parte de arriba y los botones de la parte del tablero se ven con polvo y mugre "
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
10.0,todo bien 
6.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Se envía whatsapp
,Sin contacto del cliente 
10.0,Solo califica sin comentarios 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,"Llamar después, está ocupada"
10.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
10.0,Todo bien 
,Se envía whatsapp
10.0,Contestó la encuesta 
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,No contesta 
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
10.0,Todo bien 
8.0,Solo califica sin comentarios 
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
8.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Sin contacto del cliente 
8.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
6.0,Solo califica sin comentarios 
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
10.0,Solo califica sin comentarios 
8.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
8.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
6.0,Solo califica sin comentarios 
,Se envía whatsapp
,Sin contacto del cliente 
10.0,Solo califica sin comentarios 
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
8.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
6.0,La asesora que me atendió  no le dio seguimiento a mi cotización
6.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
10.0,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
10.0,Solo califica sin comentarios 
8.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Sin contacto del cliente 
,No contesta 
8.0,"lavado pendiente, la unidad de está deteriorando y no le hicieron valida la garantía "
,Sin contacto del cliente 
,"Llamar más tarde, está ocupado "
10.0,Solo califica sin comentarios 
10.0,Todo muy bien 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
6.0,estuvo regular  porque tuve que pagar para que me dejarán bien mi carro y  tardan muchísimo tiempo para una reparación . Dos meses estubo mi carro adentro por una reparación sencilla porque no fue un golpe muy fuerte.
,Se envía whatsapp
6.0,"l recepcionar mi  de mi vehículo la persona que me recibió no dió el saludo, no me dio su nombre"
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
10.0,"No tengo ninguna queja. Por el contrario, desde la atención por parte del personal, hasta la puntualidad con la que se dirigió a mi el agente Eduardo Arroyo en todo momento para resolver todas mis dudas, la experiencia es sumamente satisfactoria"
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
8.0,Solo califica sin comentarios 
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
6.0,Solo califica sin comentarios 
,Se envía whatsapp
8.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
,Numero equivocado
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
6.0,Jamás regresaría ahí prefiero ir con otro concesionario ya que jamás se comunican y cuando uno quiere hablar jamás hay quien atienda la llamada 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Sin contacto del cliente 
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
10.0,"todo bien, no le han enviado su cotizacion del deflector de calor "
10.0,Solo califica sin comentarios 
10.0,Todo bien 
10.0,todo bien en el servicio pero la unidad está nuevamente en el distribuidor 
,No contesta 
10.0,Solo califica sin comentarios 
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
8.0,Entiende la saturacón pero la entrega fue tardada 
,Se envía whatsapp
,Se envía whatsapp
,Ambos números contatados reportados como equivocados
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,No contesta 
6.0,Trae encendido el testigo de neumáticos 
,Número ocuado 
,Se envía whatsapp
8.0,Solo califica sin comentarios 
10.0,Todo bien 
10.0,Se envía whatsapp
10.0,Solo valifica sin comentarios
,Se envía whatsapp
10.0,Todo bien 
,No contesta 
10.0,Ya había contestado otra encuesta en donde di la mejor calificación 
,Llamar mas tarde al segundo número que corresponde al chofer y el puede brindar información de la unidad 
,"priimer contacto no contesta, segundo contacto manda a buzón "
10.0,Reconocí y felicito el trabajo del asesor
8.0,Mas cominicación 
,No contesta 
6.0,El asesor muy muy amable Pero el servicio de la agencia es muy muy malo. Ninguna agencia toma 5 días de diagnóstico solo ustedes. Las agencias Chevrolet todas con un servicio muy lento para todo.
,No contesta 
10.0,Solo califica sin comentarios 
,Nuevos
10.0,Solo califica sin comentarios 
,Sin contacto del cliente 
10.0,Solo califica sin comentarios 
,Contesta y cuelga 
,Sin contacto del cliente 
10.0,Solo califica sin comentarios 
,Ambos números contatados reportados como equivocados
,No contesta 
,Sin contacto del cliente 
10.0,Solo califica sin comentarios 
6.0,Son unos rateros
,Sin contacto del cliente 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Sin contacto del cliente 
,No contesta
,Se envía whatsapp
6.0,con el distribuidor 8
10.0,Todo en orden 
,Se envía whatsapp
,Manda a buzón
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,"Primer número reportado como equivocado, en el segundo número no contestan "
10.0,Solo califica sin comentarios 
6.0,"no hay hostess, ni ofrecen amenidades como en Nissan, no tienen lineamiento ni indicación por atender al cliente, cita 9:30, observa en el ultimo sillon un cabello en el piso y a las 3:45pm vuelve a estar ahí, la de vigilancia de color caqui, una señorita de color negro y una persona má en la entrada platicando, en el puesto de cafe hay muchos trabajadores, deberían retirar al del café de ahí, una persona mas ofreciendo sus productos a los trabajadores, había una lata en su unidad, era de él pero no la retiraron en el lavado, una srta mostrando unas esferas luminosas distrayendo a los trabajadores, no le explicaron correctamente la rotación de ruedas, lo que le da a entender que no saben como se hace "
10.0,Solo califica sin comentarios 
6.0,"revisando el detalle facturado, me cobraron cosas que yo no pedí y que el que me atendió me dijo que eran gratis, me refiero al lavado y ceramico"
10.0,Solo califica sin comentarios 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
10.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Sin contacto del cliente 
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Sin contacto del cliente 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
8.0,"La eficiencia en la reparación de fallas reportadas, para que no tenga que regresar 2 o 3 veces por el mismo problema"
,Se envía whatsapp
10.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
8.0,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
8.0,Solo califica sin comentarios 
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
10.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
8.0,Solo califica sin comentarios 
,Se envía whatsapp
8.0,Solo califica sin comentarios 
,Se envía whatsapp
10.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Se envía whatsapp
,Previa
,Previa
,Previa
,Previa
,Previa
,Se envía whatsapp
,Se envía whatsapp
,Sin contacto del cliente 
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
8.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Se envía whatsapp
6.0,Solo califica sin comentarios 
,Se envía whatsapp
6.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
8.0,Solo califica sin comentarios 
,Se envía whatsapp
,Sin contacto del cliente 
10,Todo bien
10,todo bien excelente atencion
10,"No,todo bien"
9,todo bien
 , 
10,"Ninguna, todo bien"
10,muy bien
10,La calidad del servicio
9,todo muy bien
10,Ninguna.
9,"No,todo bien"
10,Es muy buen servicio
10,"No,estuvo bien muy  a gusto"
 , 
 , 
10,todo bien
10,Buen servicio
9,todo bien
10,"No,todo bien"
10,Muy buen servicio  excelente
 , 
10,Esta ocasión muy excesivo la información para servicio .pero todo bien
10,"No,todo excelente"
10,Todo excelente
10,"No,todo bien"
10,Muy buena
10,todo bien
 , 
10,"No,todo bien"
10,Todo muy bien
9,Solo en la entrada se hace mucha fila
9,todo bien
10,"Nada, todo bien"
10,todo bien
9,todo bien
10,muy bien
8,ninguno
10,buen servicio
10,Es la segunda vez que vengo y todo correcto
9,Todo bien
10,Muy eficiente
10,Todo muy bien
10,muy bien
9,Ser más informativos con el cliente dar más seguimiento
10,Me atendió excelente la srta. Monserrat
 , 
10,"Hasta ahorita todo bien, excelente"
10,"Ninguna,todo bien"
10,"Todo bien,solo ser más puntuales al recibir la cita"
10,Me han atendido muy bien desde la primera vez
10,Buen servicio
10,No estuvo excelente el servicio
10,"No, ningún todo bien"
9,Bien
10,Todo bien
10,"No,muy buena atención"
 , 
 , 
10,todo bien
10,Siempre he venido aquí con ustedes todo bien
10,todo bien
 , 
10,todo bien
10,"Por parte del asesor , excelente atención"
10,"No,esta todo muy bien"
 , 
9,todo bien
 , 
 , 
9,sin comentarios*
 , 
10,Todo bien
 , 
10,todo muy bien
 , 
10,No todo perfecto
10,Tiempos de entrega
10,muy buena
10,Quedé satisfecho
10,No
10,No ningúna todo bien
10,todo bien
10,"No,todo muy cumplido"
10,Mumiy buen servicio en todo.
9,nada
 , 
10,Todo muy bien
10,todo bien
9,todo bien
8,Excelente
9,todo bien
10,"Nada,todo muy bien"
10,No todo está muy bien
10,todo bien
10,Nos atendieron muy bien
9,"muy bien , gracias"
10,"Solo es chico de la caja muy grosero ,lo demás muy bien"
10,Ninguna
10,Muy puntuales
10,"Todo estuvo perfecto,está muy bien"
10,Siempre me atienden muy bien
10,"Muy buena siempre me atiende bien,no me agrado el lavado"
10,Ninguno
10,Muy bueno el trabajo
6,Pues en general la atencion al cliente es super importante estoy en insatisfecho
10,"No,todo muy bien puntuales y mucha comunicación"
10,Excelente
10,Excelente servicio muy rápido
9,bien
6,Muy tardado el tiempo de entrega y el lavado muy mal lavado
9,Los tiempos de respuesta de las refacciones
 , 
 , 
 , 
10,todo muy bien
 , 
 , 
 , 
 , 
9,todo bien
10,Ninguno
9,"Nunca  contestan cuando llamo al área de servicio,excelente atención de mi asesora"
10,muy bien
10,Ninguna
 , 
10,Muy buena
10,Ninguna
10,Todos fueron muy amables y rápido
8,*
8,nada*
10,Muy bueno el trabajo
10,Atención excelente y muy rápido  mi solución
 , 
10,Excelente servicio
10,Todo bien
10,todo en orden
 , 
9,todo bien
10,Todo bien
10,todo bien
10,LA ATENCION Y LA COMUNICACIÓN
9,nada*
10,Muy buena
 , 
9,nada
10,todo muy bien
9,todo bien
10,"No ,esta todó hien"
10,Todo bien
10,todo bien
9,todo bien
9,una sala de espera más amplia y más amenidades
10,caja más eficiente
9,*
 , 
10,Todo excelente
8,*
8,*
 , 
10,Todo bien
 , 
 , 
9,nada*
 , 
9,Todo bien
10,Buena atención y puntualidad
 , 
10,Deberían checar más las garantías de lo demás todo bien
10,Solo mejorar los tiempos de refacciones ya que son muy tardado. De ahí en fuera todo bien
10,Excelente servicio
10,Ninguna
10,Solo la puntualidad al recibir
9,"De mi asesor todo bien,solo me sorprende el incremento de precios"
10,Un servicio excelente
9,nada*
10,Ninguna
10,Muy bien
10,Muy buena la atención de mi asesor segundo contacto 5663982289
10,Ninguna
7,"Muy tardado el diagnóstico,el asesor todo bien ,solo las circunstancias de la reparación"
8,*
10,Todo bien
10,"No,todo bien"
10,Ninguno
0,No proporciona datos ni quiso contestar encuesta
 , 
10,Atención maravillosa
9,Todo bien
9,sin comentarios*
10,"Todo excelente, todo perfecto"
10,Fue rápida la atención
10,"Ninguna,todo bien"
10,Excelente
10,"Todo muy bien,solo el cajero demasiado grosero"
9,"Esta ocasión estuvo bien todo, no como la vez pasada"
9,"Solo aclarar bien los costos de servicios , muy bien con el asesor"
10,"No,todo esta bien"
10,Todo bien
9,sin comentarios
10,Todo excelente
9,*
8,Ninguno
10,Siempre me atiende de bien
10,Giovani excelent3 servicio
0,"En general la actitud de servicio es muy grosera,no son eficientes,pésima experiencia"
10,Todo bien
10,Excelente atención
10,Están correcto
10,No todo me pareció perfecto
9,Todo bien
10,El cumplimiento de los plazos
10,Todo muy bien
10,Todo  muy bien
10,Todo está excelente
8,Los tiempos de entrega ser menos tardíos y pedí corregir mi placa y no lo hicieron
10,"No, todo bien"
10,"Ninguna, toda bien"
8,Todo bien
10,Ninguna
10,todo bien
10,todo bien*
9,"Solo el tiempo de entrega de la refacción,en general muy buena atención"
5,Tiempo de atención citan a una hora y no atienden en tiempo
8,*
10,Excelente
10,Todos son muy amables. Felicitaciones por sus atenciones
8,"Ninguna, no quiso proporcionar num celular"
 , 
 , 
 , 
 , 
 , 
 , 
 , 
 , 
 , 
 , 
10,Todo bien
9,Falta un poco más de contacto con el cliente por parte del asesor ni el saludos lo dio.
10,Muy buena
8,"Todo bien,"
10,Cada vez lo están haciendo mejor
8,tiempos de entrega más cortos.
9,todo bien
9,sin comentarios*
10,Todo bien
9,nada
 , 
10,Excelente
10,"Ningu a,excelente atención"
8,*
10,Excelente
 , 
 , 
9,todo bien*
10,Es mi primera vez y estoy satisfecho
9,nada *
10,Todo bien
10,Todo perfecto
10,Es muy buena la atención
10,Solo los msj automáticos no son necesarios si las unidades no están listas
10,"No,está muy bien servicio"
10,Muy buena la atención
10,Muy buenos atención
10,"La atención es buena,lo malo es agendar no se podía iba de extensión en extensión y tuve que contactar a mi vendedor."
9,Me hicieron esperar para la entrega
9,sin comentarios*
10,"Nada,todo es excelente"
10,Solo explicar más los pagos que se realizan
10,Al momento de entrega ser más rápida
9,Solo la entrega ser más ágil
9,todo muy bien con la asesora
9,*
 , 
 , 
 , 
9,Muy bien todo
 , 
8,*
8,Porque pregunté dudas y no resolvieron y yo tenía que pedir seguimiento
8,*
10,Todo bien
8,*
10,Todo bien
10,Excelente atencion
 , 
 , 
8,*
 , 
 , 
 , 
9,"Hasta el momento estaba bien,solomque espere mucho para la entrega por el lavado"
9,ninguno
9,sin comentarios
0,pesima calidad de producto y atención*
9,todo bien
 , 
 , 
10,Super agradecida por que la entrega fue a tiempo
9,Todo está muy bien  y sobre el producto solo que fuera menos pesada o pudieran un motor más grande
 , 
9,Un poco más de comunicación con el asesor para entrega y trabajos
10,Muy buena atención
10,Todo maravilloso como siempre
10,"todo bien con yaz , buena atencion"
9,sin comentarios*
8,sin comentarios*
9,la atencion muy buena
8,Ninguno
10,"Todo muy bien, gracias"
10,No por el momento
10,"Que sigan así con el servicio,muy atentos"
9,nada*
10,Muy buen servicio
10,Muy buena
10,"Todo es excelente,continúen en esa línea"
10,faltan más sillas para sala de espera
8,"Todo bien,solo que no cuentan con filtro y el sistema no te deja autorizar"
10,todo bien
 , 
0,pesima calidad de producto y atención*
 , 
9,"ninguna,todo bien"
10,Ninguna
9,todo bien
9,todo bien
10,"Solo la confusión de la cita,tener más cuidado con eso"
9,Solo ser más personalizados
9,"ninguna,todo bien"
10,"ninguno,muy bien todo"
10,todo muy bien
10,todo muy bien
6,"a surman no recomiendo, pero la atencion de yazareth y el servicio estuvo muy bien"
10,muy bien
10,buen servicio
9,muy bien*
8,excelente
10,"nada,todo bien"
10,execelente atencion
10,Todo va bien
10,La señora siempre me mantuvo informada del estatus de mi unidad
9,"todo bien, solo el producto de la marca esta muy mal *"
9,todo bien
10,Siempre me han tratado muy bien
 , 
10,todo bien
 , 
10,"ninguno,todo bien"
9,nada *
 , 
10,Todo excelente
9,sin comentarios
9,SIN COMENATARIOS
 , 
10,"Todo bien, Excelente servicio  y atención de mi asesor"
0,Pésimo servicio
 , 
10,Excelente
7,Por el tiempo de espera para la entrega
9,todo bien
 , 
 , 
10,"todo muy bien, me mantuvo al tanto de mi unidad y adicionales"
10,Todo bien
9,"Es buena la atención,solo en caja se tardan mucho"
10,"No,todo estuvo muy bien"
10,ninguno
10,"Nada, excelente atención"
10,"solo que se tardan en recibir,de lo demás todo bien"
10,ninguno
 , 
8,ser más rápidos
10,"todo muy bien,me trataron bien"
1,"les hace falta mucho en la atencion,limpieza de unidad y horario de recepcion muy tardio."
10,"no,ninguno"
10,"ninguno, todo bien"
9,ninguno*
 , 
 , 
 , 
 , 
10,Todo bien
10,Todo bien
10,Todo bien
9,ninguno*
9,"la entrega muy tardada ,esperé media hora, solo que sea más rápida"
10,Muy buena atención por parte de eduardo Arroyo
10,"todo muy bien,muy amables"
10,Todo excelente
10,Eduardo Arroyo muy bien su atención es excelente.
9,Niinguna
4,"Me tardaron mucho para la entrega me citaron 4:00 y son las 6 se equivocan al dar los documentos,pésimo servicio"
9,"Todo excelente, solo para la entrega muy tardado"
10,todo bien
 , 
8,nada*
 , 
9,sin comentarios*
9,Estuvo bien todo
10,todo muy bien
10,todo bien
10,nada
10,todo esta muy bien
10,todo perfecto
9,Ninguna
8,sin comentarios*
8,SIN COMENTARIOS*
8,sin comentarios*
 , 
9,ninguno
5,"todo bien, solo me entregaron mi unidad con un rayon"
8,sin comentarios*
9,sin comentarios*
10,todo muy bien
10,todo bien
10,todo bien
9,"todo bien,solo el costo hasta muy alto"
6,"estuvo  bien,solo no me gusto que marcara que los frenos no eran originales,eso me hizo dudar,la atencion muy bien"
10,"ninguno,todo bien"
10,todo bien
9,ninguno*
8,la promesa de entrega muy tardado
9,sin comentarios*
9,sin comentario*
 , 
10,Estoy conforme
10,La puntualidad para la entrega nada más y coordinación en costos de servicio
10,Esta bien todo
9,Ninguna
9,nada *
10,Los precios se están en careciendo mucho
10,"muy linda mi asesora,todo bien con ella"
9,"Solo el tiempo de espera,tener más comunicación con el cliente"
9,todo bien
7,la asesora me atendio tarde y en la entrega tambien se tardo y me entrego unidad sin lavar
10,me atendieron muy bien
10,todo perfecto
9,todo muy bien con mi asesora
10,todo excelente
9,todo bien
8,sin comentarios*
8,sin comentarios*
10,Todo bien
10,"Todo bien,revisan bien la unidad te tienen informado de lo que necesita la unidad"
 , 
9,sin comentarios*
9,nada*
 , 
 , 
10,Ninguna
10,Estuvo bien
10,Todo bien.
10,todo muy bien
 , 
 , 
9,Todo  bien
9,Ninguna
 , 
10,todo muy bien
9,"Todo excelente, solo para la entrega muy tardado"
10,Muy buena la atención
9,Nos piden llegar temprano y se tardan en atender cuanto uno llega
8,"Son muy incincivos, al principio muy serio mi asesor después ya no bien la atencion"
9,Todo bien
10,Ninguna
10,Solo falto proporcionar el número celular del asesor.
10,La atención en caja  es pésima
 , 
 , 
 , 
10,"Todo muy bien,solo tarda mucho el servicio de colocación de piezas"
 , 
 , 
 , 
 , 
 , 
10,Me asesoraron del servicio todo muy bien
 , 
 , 
9,nada*
9,"Solo el tiempo de entrega,no salin"
10,"todo bien con yaz , buena atencion"
 , 
10,todo muy bien
10,"la realidad,todo esta muy bien"
10,"Nada qie mejorar, todo muy bien"
 , 
10,todo muy bien
 , 
 , 
 , 
9,todo bien
8,"bien,solo que tardaron en recibirme"
9,nada*
 , 
10,excelente servicio
10,todo bien
10,todos muy bien y atentos
 , 
10.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
6.0,Solicita factura y falta de seguimiento de su consultora Yazareth 
,Se envía whatsapp
0.0,"Mala atención por parte de control de calidad, fue muy grosera "
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Número equivocado 
6.0,"No muetran las piezas que cambian, tardan muchos días en diagnóstico "
,Se envía whatsapp
,Se envía whatsapp
6.0,De GM no reconmdaria nada
0.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
8.0,Agilisar el resivo de las unidads creo nos  ayudaría mucho
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
,Sin contacto del cliente 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
8.0,entregas mas agiles
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
10.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
0.0,Solo califica sin comentarios 
,Se envía whatsapp
6.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
0.0,"Reporta golpes en carrocería, faro roto y vestiduras sucias "
,Se envía whatsapp
8.0,El tiempo de respuesta de los mensajes
,Se envía whatsapp
,Sin contacto del cliente 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Sin contacto del cliente 
,Se envía whatsapp
10.0,Comenta que su unidad sigue presentando la misma falla por la que ingresó al distribuidor
,Se envía whatsapp
,Se envía whatsapp
