calificacion,comentarios
10,"todo bien, pero hoy fue tardada la entrega."
0,costos excesivos
8,"se tardan mucho en las entregas, hasta 2 horas ha esperado."
9,bien
5,no me gusto que ni me podia comunicar con nadie
9,bien
8,cajas es tardado
6,"mala informacion, y al final otro precio, quieren cobrar mas."
10,todo bien
10,todo bien
10,la caja es muy lenta
2,"la atencion de la asesora fue pesima, el gerente me atendio bien hoy"
9,"todo esta bien, pero en caja es muy tardado o no tienen cambio."
10,"esta bien todo menos caja, tardan mucho"
10,todo muy bien
10,"todo bien, muy atento el asesor"
8,todo bien
10,"en caja es mucha espera, y no le mandaron cotizacion."
10,todo muy bien
8,tardan las refacciones y es muy raro
10,todo excelente
10,todo bien hasta el momento
10,es muy lenta la caja
10,todo bien
10,todo bien
10,"agradecida por su atencion, todo bien."
10,muchos dias para lo que le hicieron
10,todo bien
9,todo bien
9,extencion de horario en la recepcion como en la entrega
10,tofo bien
10,muy bien
10,excelente servicio
10,"se tardan mucho en llegar las refacciones, y afecta en el tiempo de entrega, en este caso fue de un mes."
10,todo bien
5,"no quiso compartio los codigos el asesor, es ilogico si es su camioneta. no le dieron alternativas, le quedo un sabor de boca amargo."
10,todo bien
10,todo bien
10,todo bien
6,cumpliendo en el horario de entrega
10,todo bien
10,deberia de haber llamadas y mensajes desde temprano.
10,precios alto
10,"le gustaria que la atencion en linea, se diera mas informacion"
9,todo bien
4,amabilidad en cajas
9,cajas son muy tardadas
10,en caja fue tardado
5,cliente insatisfecho por golpe a su vehiculo
10,todo muy bien
6,tenia la cita a las 13:30 y me atendieron a las15:30 pedi una foto de donde quitaron un fusible quedaron en mandarla en unos minutos y todavia no lo hacen
9,seguir mejorando
6,ya es el 3er servicio y siempre me quedan mal con el envio de mi factura y el xml.
10,pendiente por entrega de placas
10,todo muy bien
6,reporta rayones en la unidad
10,todo en orden con la unidad
10,todo muy bien
6,6 meses para que no dieran una refaccion que se pago de contado y no hubo ni una disculpa o compensacion. el gerente por lo mismo entonces es peor! en serio el trato es deplorable
10,todo muy bien
10,todo muy bien solo no le sellaron la poliza
10,tiene encendido el testigo de los neumaticos
10,"todo estuvo muy bien, el proceso fue rapido y agendar la cita fue muy sencillo"
10,todo bien
10,confirma calificacion
9,todo bien
8,no le indicaron sus adicionales
9,no le indicaron sus adicionales/
6,la unidad ingreso con el check encendido y se la entregaron igual
8,"hasta ahora todo bien, la atencion, los tiempos"
7,precios
10,todo bien
10,todo bien
6,no le hicieron nada a ala unidad y no le explicaron por que tenia que quitarle los sensores
8,5cm/ presenta un ruido solicita agendar cita
10,todo en orden
9,no saturarla de mensajes ya estaba realizando el servicio y le mandaron mensaje de que agendara cita para su servicio
8,mas especificos en sus costos
8,"publicidad enganosa, no le hicieron vlaida una promocion"
6,muy informales te dicen un horario y el carro dos horas despues te lo entregan mi agente le llamas y no te responde para saber de tu unidad de verdad muy atento reo muy mala esperiencia en servicio/ 2cm
10,todo en orden
6,pendiente por reparacion desde 13/05/24
10,"la verdad siempre es un buen servicio y atencion , gracias"
10,todo bien
6,sigue haciendo lo mismo
10,"todo bien, solo entregarles una hoja en donde diga que se le realizo a la unidad, y no cambiar los precios de pagin a"
6,le entregaron una hora despues el servico fue muy bueno pero la atencion del consultor no fue la mejor
8,comunucacion mas rapida y efectiva por parte de la asesora
10,"todo bien, solicita cotizacion de sus frenos/ se pide al consultor cotizacion"
7,le enviaron un presupuesto y despues se lo modificaron y era mas alto/ se pide al consultor envie el presupuesto
8,"pidio que la agendaran con un consultor en especial y no lo hicieron tuvo que venir al distribuidor para agendar cita, pide que no la vuelvam a poner con fernando c"
10,todo bien
8,solo califica sin comentarios / 3cm
0,manejan distintos precios por canales diferentes
10,todo bien
9,cumplir con los horarios de entrega
8,los tiempos de atencion tardaron una semana en reponer la bateria de mi camioneta/ 5cm
6,molesto por tantas encuestas
6,"no quiere contestar la encuesta, pidio revisaran un ruido y no lo hicieron, todo lo hacen automatizado sin detalles"
10,todo bien
8,muuuuy caro
10,todo bien
0,a parte su servicio y costo de refacciones estan fuera de toda proporcion/ 5cm
9,todo bien
10,todo bien
6,precios muy altos y tiempos de entrega
10,todo bien
10,todo muy bien
10,todo bien
10,"todo estuo bien, solo fato mas seguimiento y confirmacion de entrega"
10,todo estuvo muy bien
10,todo muy puntual y en orden
6,"no resolvieron sus dudas, le entregaron la llave aplastada, le dieron un kit de reparacion pero eso no fue suficiente"
10,todo bien
6,"mi ultima visita fue muy triste y me quede decepcionada. tus especialistas no son profesionales. ire a otro centro de servicio. cambiaron los precios del servicio, presentandome un hecho consumado."
10,edurdo muy buen servicio
6,"ha ingresado 3 veces la unidad y ha fallado por frenos, ingreso anteriormente en pozarica tiene varios tickets con el cac quien 4-35533536467"
8,"fue un servicio normal, no le gusta dar calificaciones"
10,todo bien
8,tardaron mucho en llegar las piezas
6,"en cunato al servicio bien, no hubo seguimiento responde el sr.oscar cuelga"
10,todo bien
8,tiene otra unidad en el distribiuidor y no le han dado seguimiento
10,parece que todo bien
10,muy bien todo
8,"no sabria que decirle, creo que en general trabajan bien, me parece que podrian tener un mejor hojalatero!"
8,"explicxacion del servicio , se encendio un testigo"
10,todo muy bien
6,"tengo inconformidad porque la lleve a servicio y me hicieron un diagnostico y tambien se le hice, ahora no funciona mi turbo."
6,"piden que sean puntuales para la llegada y tardan mucho en recibir, la unidad la siguen probando y no pueden decir si fue bueno el servicio"
6,"mejorar la comunicacion, no hay servisio de vallet"
10,todo bien
10,"todo estuvo perfecto/ contesta erik, el otro numero le pertenece a su jefe/ 2cm"
6,envio de factura
6,falta de seguimiento
10,todo muy bien
6,"le quisieron cobrar de mas por servicios que no necesitaba su unidad, tardaron en entregarle la unidad y no le explicaron el servicio detalladamente ni mostraron las refacciones reemplazadas"
10,todo estuvo perfecto
6,desafortunadamente todo esto surge cuando te venden un auto y viene aparejado de informacion falsa erronea.
8,cotizacion de cambio de balatas /no desea dar comentarios tal vez mas adelante lo haga
6,"no saben la atencion al cliente, no hicieron nada extraordinario, solo dan atencion basica"
6,no continua con la llamada ni desea brindar informacion ya que su telefono lo identifico en rojo
8,deberian tener mas beneficios y garantias no recomienda chevrolet
10,"todo fue muy bueno, rapido y tuvieron la bateria en stock"
6,ingreso la unidad y ya no sirve el turbo
6,fue mucho tiempo para el reemplazo de un foquito
10,todo muy bien
10,siempre la atienden excelente
10,angel siempre ha sido una maravillosa persona y profesional.
10,"que manden la constancia de situacion fiscal desde el principio, porque eso atrasa el proceso"
9,todo bien
10,todo muy bien
8,"nada, todo bien"
9,todo bien
10,"todo bien, solo que no le hizo sentido que le recomendaron un liquido pata frenos"
9,el tiempo de espera fue demasiado
10,"no,fue buena"
10,todo bien
10,todo bien
6,no le hicieron nada a la unidad
10,el tiempo de espera es mucho
10,"que no tienen servicio de grua, estaria bien ese servicio."
10,todo muy bien
10,todo ha sido muy positivo.
10,todo bien
10,excelente todo
9,"comunicacion, sin embargo todo estuvo bien hoy, me atendieron excelente."
10,todo bien
10,"todo bien, excelente servicio"
10,que tengan cuidado con los vehiculos porque les dan rayones
10,que conserven el sistema que tienen y que lo mejoren
9,"el sistema esta bien, caja es muy tardado"
10,todo bien
10,excelente servicio
10,todo en orden con la unidad
10,todo bien
10,todo bien
10,"le dijeron de la bateria que la tenian en fechas diferentes, no le dieron informacion correcta."
10,mantengan la puntualidad
4,"informen bien y no hagan el proceso tan tardado y burocratico. no dieron seguimiento. siempre estan molestos los asesores, lo trataron pesimo, es maritimo."
6,reporta rayon al momento de entrega.
8,tardaron mucho en entregar la unidad
10,todo super bien
10,todo muy bien y puntuales.
10,"ninguno, excelente servicio"
10,todo muy bien.
10,"la ocasion pasada que vino, no le dieron la poliza de seguida."
10,bastante bien y rapido
10,tiempo es demasiado
9,buen servicio y atencion
9,mucho tiempo de espera
8,en caja muy mala atencion. entregaron la unidad con polvo en carroceria. no recien lavada.
10,"sigan siendo transparentes en la comunicacion, siempre hay seguimiento y se habla con la verdad, todo muy bien"
6,antes de que manden presupuesto revisen si el vehiculo tiene garantia y que no la dejen sin coche tantos dias.
10,todo bien
10,ningun comentario
10,todo bien
8,no ninguno
7,cliente muy molesto por la demora en la entrega de su vehiculo
10,excelente
10,todo bien
10,todo esta bien.
10,todo bien
10,todo bien
10,"que sigan haciendo bien su trabajo, te atienden bien desde que llegas"
10,todo muy bien
10,todo bien
10,todo muy bien
10,la atencion esta genial y los tiempos super bien
10,todo muy bien
10,excelente servicio
0,"comunicacion, el seguimiento no se le dio."
10,me parecio muy bien el servicio y la atencion.
10,"el proceso fue rapido, y agendar cita fue sencillo"
10,todo bien
10,que siga la buena atencion
10,todo muy bien
9,"en los servicios no le ha ido bien, o sale con aranazos."
10,"todo muy bien, estuvo muy rapido"
10,todo bien
0,que le cobraron una pension que nunca le mencionaron.
10,uno confia en el vendedor y no revisan las unidades y salen con detalles.
10,excelente servicio
10,excelente servicio
9,no le dan el status del vehiculo y no le dan informacion suficiente.
9,el tiempo que toma la reparacion
7,"ha tenido mala experiencia en el area de servicio, y no han respondido"
9,todo bien
10,todo muy bien
10,todo bien
10,"espera en la hoja de pago es tardado, seria mejor pasar directo o que la den antes."
10,todo muy bien
9,todo bien
7,"se siente enganado, y molesto. porque no le resuelven dudas. desinformacion por parte de todos."
6,muy impuntuales.
10,muy bien todo
10,todo bien
10,todo bien
10,tiempo de espera en entregar es demasiado
10,todo bien hasta el momento
10,esta bien todo
10,esta contento con el servicio
10,"excelente servicio, buen servicio y atencion."
10,el internet no fue bueno.
10,todo bien solo que las refacciones tardan mucho.
10,todo estuvo de lujo
10,todo bien
10,todo bien
10,no ninguno
10,todo correcto
10,todo bien
10,todo esta bien.
10,todo bien
10,todo bien
10,todo bien
10,todo bien
10,todo excelente
10,todo bien
10,todo muy bien
8,cliente molesto por tiempo de espera en la entrega de su carro
10,todo bien
8,"chatbook no coincide, que no contestan mensajes, tuvo que venir a sacar cita porque no se comunicaron con el."
9,las refacciones la dieron a alguien que no debian.
10,"reducir tiempos, los tiempos son excesivos"
8,el tiempo de espera y no que no dan seguimiento
10,todo bien
10,todo perfecto
10,todo bien
10,"todo muy bien, gran servicio"
9,que programen los servicios bien.
9,todo muy bien
10,descuentos
10,todo fue rapido
9,"mandan publicidad enganosa, no especifican que es para ciertos vehiculos. tener cuidado."
9,porque se tardan mucho
5,tiempo de espera y nula comunicacion
10,espera del diagnostico en la respuesta
10,tiempo de espera de la entrega
10,"bien, solo se tardan en recibir el auto el asesor"
10,todo bien
10,tarda un poco
10,sigan igual de amables
9,en caja no hay cambio
10,perfecto todo
10,las citas le gustaria que fueran en fin de semana.
10,todo bien
10,todo bien
10,muy bien servicio
9,rapido y lo atendieron bien
10,todo muy bien
9,no respetaron el horario de entrega.
10,todo bien
10,ha sido genial el trato
10,le gusto la puntualidad
10,"todo estuvo excelente, solo fui yo el que se atraso"
8,cliente molesto por tiempo de espera
10,todo bien
9,otra caja para que el pago sea rapido.
5,el tiempo de espera y mala atencion del asesor
10,todo muy bien
10,todo bien
8,atencion mas rapida
0,le hicieron pasar un pesimo dia
9,tardaron en contestar en whatsapp al hacer la cita
10,el servicio es bueno pero no estaba la pieza que necesitaba
10,un poco mas de respuesta rapida y facilidad de comunicacion via telefonica
10,todo perfecto
10,no pusieron atencion que no queria concierto agente de servicio y fue el que le pusieron.
10,mas asesores y mas personal para recibir vehiculos.
10,todo muy bien
10,todo excelente
10,entregan en tiempo y forma
10,todo muy bien
10,"media hora de atraso, exigen la puntualidad y no la dan"
9,"en la manana espero 10 minutos, debe ser puntual"
10,"colocar informacion en whatsapp, verdadera."
10,satisfecho
10,todo muy bien
10,todo bien
10,todo muy bien
5,"el vehiculo muestra rechino, no preguntaron nada."
10,todo bien
10,todo bien
10,reducir tiempos de entrega
10,excelente servicio
7,es muy lento el servicio
5,servicio y refacciones carismas
9,todo muy bien
10,todo bien
8,"bajar los precios, esta demasiado caro."
10,todo bien
10,las personas en caja son groseras
5,"todo muy complicado, falta de comunicacion, se va con una mala experiencia."
9,muy bien todo
10,todo bien por el momento
10,el servicio es genial
10,todo bien
10,todo bien
9,"entrega a tiempo , se tardaron en entregarle"
10,todo bien
10,todo muy bien
10,todo muy bien
10,todo bien
10,"todo bien, siempre le hablan, y le dan la atencion."
10,todo bien
9,se tardaron en realizar el servicio.
10,"que le avisen cuando ya quede, quiere seguimiento."
10,"todo bien, solo que sube el costo y no le dan explicacion."
8,mejor atencion
5,"ha tenido muchas situaciones con su vehiculo, la atencion es lenta y es muy caro."
10,"gran servicio por parte del personal, especialmente por yazaret cruz"
10,todo bien
10,la atencion es buena y el servicio es agil
10,"mejorar los tiempos, son muy tardados."
10,"mandan muchos mensajes en whatsapp, innecesarios."
10,sigan asi
8,confusion en su segunda llave del vehiculo
10,todo bien
10,todo bien
10,todo muy bien
5,"no se dice completa la informacion, siente racismo por parte del asesor."
9,todo en orden
10,todo bien
10,todo bien
10,todo bien por el momento
10,excelente todo
8,"tiempo de cotizacion, casi tres semanas. fue muy lento."
10,seguimiento mejorar.
10,tiempos de entrega
9,bien todo
10,todo muy bien
10,muy bien todo
10,todo muy bien
10,todo bien
10,"nada, si lo recomendaria mucho"
7,no hubo comunicacion por un tema con un birlo
10,excelente servicio
10,siempre los han atendido muy bien
10,excelente atencion
10,ha estado muy bien.
5,"que le pongan interes, porque recibio vehiculo con golpe, no la revisaron correctamente."
10,excelente servicio
10,todo bien
9,todo bien
8,"en caja no son amables y no son amables, en servicio todo bien."
10,todo bien
10,todo muy bien
10,"en la pagina, marcan al numero, no contesta nadie. ni el asesor fernando."
10,"la cita no la registraron, que tengan mas cuidado"
10,muy profesionales
10,me gusto
10,todo excelente
9,lo atendieron muy bien
10,todo bien
10,todo bien
6,nula comunicacion por parte del asesor.
10,todo muy bien
8,que tengan refacciones.
10,esta muy contento de traer su camioneta aqui
10,todo bien
10,todo sin problema.
10,muy atentos todos
10,todo bien
10,todo bien
10,todo excelente
10,todo super bien
9,"todo bien ,solo tardaron mucho las piezas"
10,"ninguno, fueron muy amables"
10,todo bien.
7,"los costos son excesivos, son servicios que no necesita el auto. parece una broma."
10,que sean mas rapidos al recepcionar el vehiculo
10,nunca esta el personal de caja.
10,excelente trato al cliente
10,tuvo un gran servicio
10,todo bien
10,todo bien
10,el tiempo de servicio es muchisimo
9,todo bien
10,excelente
10,muy rapido todo
10,siempre bien
10,pues bien hasta ahorita
10,"muy bien, solucionaron mi problema"
10,todo bien
10,todo bien
9,bien todo
10,todo bien
10,todo bien
10,siempre excelente
10,todo bien
10,todo bien
10,caja fue tardado porque estaban jugando
10,excelente servicio
